Title,Price,Number of Bedrooms,Number of Bathrooms,Property Type,Floor Area (m2),BER Rating,Latitude,Longitude,Listing Views,Area,County,Features,Date of Construction,Price_per_m2,PriceCategory,PriceCategoryEncoded
"9 Cherry Gardens, Donnybrook, Donnybrook, Co. Cork, T12HFF6",315000,3,2,5,85.0,4,51.863696,-8.438413,3458.0,donnybrook-cork,1,"**NATURAL GAS CENTRAL HEATING, (IDEAL HEATING SYSTEM) **, **IMPECCABLE CONDITION WITH RECENT RETROFIT UNDERTAKEN**, **NICE REDBRICKED TOWNHOUSE DEVELOPMENT IN QUIET CUL-DE-SAC**, **LOW MAINTENANCE REAR GARDEN WITH FAVOURABLE ASPECT** , **NICE VIEWS TO THE WEST OVER THE CITY**, ** IMPRESSIVE B2 ENERGY RATING**",1978.0,3705.8823529411766,Medium-Low,3
"Ankail, Tahilla, Co. Kerry, V93R285",385000,4,2,0,120.0,10,51.830145,-9.832722,4074.0,tahilla-kerry,9,"Set in a wonderful location on the Wild Atlantic Way/Ring of Kerry road and being 2 mins drive to Tahilla Harbour., Parknasilla Golf Course less than 5 mins away, Sneem village is less than 7km, Kenmare 13km, 4 Bedroomed bungalow with beautiful colourful garden with numerous flowers and shrubs, on a large plot of 1.28 acres., Oil heating, own drilled water well, septic tank., Property would make an ideal main home or holiday home., Primary school in Tahilla less than 5 mins drive away and the Primary school in Sneem village is 10mins,  Secondary school bus route to Kenmare,  Loca, Fibre broadband in the area.",1977.0,3208.3333333333335,Medium,2
"66 Marlmount Court, Old Dublin Road, Dundalk, Co. Louth, Dundalk, Co. Louth, A91X09P",565000,5,4,0,171.0,2,53.96481,-6.388288,4635.0,dundalk-louth,18,Unknown,2020.0,3304.093567251462,Medium-High,1
"2, 2a  2b Tonlegee Road, Artane, Dublin 5, D05WY68",895000,5,4,0,260.0,6,53.389085,-6.197447,2577.0,artane-dublin,0,"Unique Acquisition Opportunity, 3 Separate Properties For Sale as One Lot, Great Income Potential / Multigenerational Living, Favourable South-West Orientation, Gas Fired Central Heating, Detached House (2b) Built c.2008, Excellent Condition Throughout, Convenient Location, Local Shops | 1 Min Walk, City Centre | 15 Mins",2007.0,3442.3076923076924,High,0
"5 Sherrard Avenue, off North Circular Road, Dublin 1, D01H590",325000,2,1,5,52.0,10,53.36037,-6.258418,4424.0,dublin-1-dublin,0,Unknown,1910.0,6250.0,Medium-Low,3
"13 Laurelton, Swords, Co. Dublin, K67DP23",420000,3,3,4,101.0,7,53.468585,-6.238169,4357.0,swords-dublin,0,"Three generously sized bedrooms, Large back garden with potential to extend (subject to planning permission), Off street parking, Cul de sac location ",2004.0,4158.415841584158,Medium,2
"2 Rose Abbey, Kinsale, Co. Cork, P17P662",375000,3,2,5,90.0,7,51.704827,-8.526478,8501.0,kinsale-cork,1,Unknown,1900.0,4166.666666666667,Medium,2
"19 Radharc Na Tuaithe, Knockraha, Co. Cork, T56CF95",495000,4,4,0,212.0,4,51.960846,-8.340805,6619.0,knockraha-cork,1,"Large Living Spaces, Close to School/ Creche, Landscaped garden, Private rear garden, Exquisite Interior Design, Large Private Drive, Hot Tub, Jacuzzi Bathtub",2006.0,2334.9056603773583,Medium-High,1
"54 Shrewsbury Park, Ballsbridge, Dublin 4, D04A7D0",975000,3,3,5,142.0,4,53.324079,-6.217582,4422.0,ballsbridge-dublin,0,Unknown,1995.0,6866.197183098591,High,0
"24 Pearse Brothers Park, Rathfarnham, Ballyboden, Dublin 16, D16H028",425000,3,1,3,82.0,11,53.279769,-6.286223,7273.0,ballyboden-dublin,0,"CLOSE TO ALL LOCAL AMENITIES, EASY ACCESS TO THE M50, OFF STREET PARKING, QUIET CUL DE SAC, Wood burning stove",1977.0,5182.926829268293,Medium,2
"Lettergunnet, Furbo, Spiddal, Co. Galway, H91RCD0",375000,4,2,0,132.0,9,53.280941,-9.223087,7944.0,spiddal-galway,3,"Elevated site, Detached bungalow, Uninterrupted views overlooking Galway Bay & Clare Hills, Spacious accommodation of approximately 133 sq.m, Close proximity to Furbo & Spiddal Village, Easy access to Bearna & Galway City",1989.0,2840.909090909091,Medium,2
"5 Castlewood Park, Rathmines, Dublin 6, D06W2C7",1100000,4,2,4,160.0,10,53.321956,-6.263074,10789.0,rathmines-dublin,0,"Versatile, light-filled 4-bedroom semi-detached home, Dates from circa 1940, Nicely positioned on this one-way residential street, All amenities of Rathmines and Ranelagh on your doorstep, 160sqm / 1722sqft approx including the integral garage, excluding the attic conversion, Lovingly maintained by its current owners, Invaluable off-street parking to front, Private, mature rear garden",1950.0,6875.0,High,0
"Apartment 48, The Alders, Carrington, Northwood, Santry, Dublin 9, D09A6W3",265000,1,1,8,53.0,8,53.403392,-6.252812,1603.0,santry-dublin,0,"Fitted wardrobes, Gas central heating, Balcony, One parking space, Excellent condition, No rent cap, Private access to Santry Park",2005.0,5000.0,Medium-Low,3
"16 Parkhill Close, Kilnamanagh, Kilnamanagh, Dublin 24, D24C61W",380000,4,2,0,138.0,12,53.302012,-6.365479,4531.0,kilnamanagh-dublin,0,Unknown,1978.0,2753.623188405797,Medium,2
"15 Fortfield Court, Fortfield Road, Terenure, Dublin 6, D6WEK71",250000,1,1,8,51.0,8,53.306752,-6.300995,6254.0,terenure-dublin,0,"Own door apartment, 51sqm. /549sqft. (approx.), Seperate garage/ storage unit, Off street communal parking, Electric storage heating, Located in a low density mature development, Sought after D6w location, Close to Terenure and Templeogue Villages, Strolling distance to Bushy Park and other recreational facilities, Situated adjacent to excellent bus routes, Residents Committee fee Â€550 p/a.",1984.0,4901.9607843137255,Low,4
"Ballyheashill, Rhode, Co. Offaly, R35RX07",465000,4,4,0,303.0,4,53.368031,-7.147875,5620.0,rhode-offaly,21,"Outstanding condition, Close to all amenities , Garage, Fabulous countryside views, Dual heating , B2 energy rating, Electric gates, Landscaped gardens, Mature planting, New kitchen",2001.0,1534.6534653465346,Medium-High,1
"Sycamore House, 3 Burnaby Woods, Greystones, Co. Wicklow, A63T264",1280000,5,3,0,186.0,9,53.138029,-6.060496,5332.0,greystones-wicklow,4,Unknown,1990.0,6881.720430107527,High,0
"Greaghlough, Mullagh, Co. Cavan",425000,3,3,0,158.0,5,53.86610485,-6.9948657,2381.0,mullagh-cavan,20,"Brand-new build with modern finishes and attention to detail, All essential services connected, including a private wastewater treatment system, B3 energy rating for efficient living and potential for favourable mortgage rates, Large powered garage with a WC, offering versatile use, Immaculately maintained lawns front and back",2022.0,2689.8734177215188,Medium,2
"26 Cois Chuain, Glounthaune, Co. Cork, T45NF20",875000,5,5,0,265.0,5,51.914317,-8.338857,6411.0,glounthaune-cork,1,"Fantastic Five Bed Detached Home, House Approx. 265 sq m / 2850 sq ft, Garden Approx.  0.113 Ha / 0.28 acres, Large private site / south facing views, Located in quiet cul-de-sac, GFCH / South Aspect, High speed broadband / Fully alarmed, Landscaped gardens / private parking, Glounthaune Train Station 1.5km",2002.0,3301.8867924528304,High,0
"Apartment 35, Carroll's Village, Dundalk, Co. Louth, A91PV26",170000,2,1,8,69.0,9,54.007853,-6.404111,3635.0,dundalk-louth,18,"Excellent location , Bright and spacious living accommodation , Beautifully decorated and beautifully presented, Newly renovated , Double Glazed Windows , Electric Heating, Rooftop Communal Garden, Parking facilities accessed via entry card, Management company, Close to all local amenities",1998.0,2463.768115942029,Low,4
"14 Mahon Terrace, Rope Walk, Blackrock, Co. Cork, T12E1W4",415000,4,3,3,136.0,10,51.897186,-8.408914,5394.0,blackrock-cork,1,"FREEHOLD TITLE, NATURAL GAS CENTRAL HEATING, DOUBLE GLAZING IN ALUMINIUM",1948.0,3051.470588235294,Medium,2
"3 Rathmines Close, Rathmines, Dublin 6, D06WP60",495000,3,2,5,85.0,9,53.316959,-6.26599,7041.0,rathmines-dublin,0,Unknown,1980.0,5823.529411764706,Medium-High,1
"21 The Estuary, Carrigaline, Carrigaline, Co. Cork, P43HY42",675000,4,4,0,184.0,6,51.814457,-8.375149,3758.0,carrigaline-cork,1,"Large detached property, Very Private, Spacious South Facing Rear Garden, Short walk to Carrigaline, Close to all amenities",1998.0,3668.478260869565,High,0
"11 The Mill Race, McSwiney Quay, Bandon, Co. Cork, P72PY89",220000,3,2,7,102.0,7,51.745872,-8.73669,3406.0,bandon-cork,1,Unknown,2003.0,2156.8627450980393,Low,4
"River View, Barrells's Cross, Kinsale, Co. Cork",1800000,4,4,0,279.0,5,51.69194420582713,-8.562384199691309,6782.0,kinsale-cork,1,"Outstanding quality finish both inside and outside, Use of highest quality fixtures & fittings only, Superb views across the Bandon River, Solar Panels - Underfloor Heating, Highly energy efficient home - BER: B3, Built in Hot Tub on Patio",2007.0,6451.612903225807,High,0
"Kilkenny West, Glasson, Athlone, Co. Westmeath, N37VW60",790000,6,5,0,324.0,4,53.485112,-7.821497,8843.0,athlone-westmeath,23,"Turnkey Condition, Pristine Decor, Electronic Gates with Intercom System, Fibre Optic Connection, Landline Connection, Private well, Pressurised Water System, 5 WC's, 4 Showers, Oil Fired Central Heating",2009.0,2438.2716049382716,High,0
"Cloonee, Partry, Co. Mayo, F12E9D3",295000,3,2,0,123.0,9,53.716341,-9.316339,3877.0,partry-mayo,6,Unknown,2003.0,2398.3739837398375,Medium-Low,3
"Apartment 1, Quay Mills, Kilrush, Co. Clare, V15NX50",180000,3,3,8,110.0,8,52.636959,-9.491055,4777.0,kilrush-clare,8,"110 sq. metre ground floor apartment, Electric storage heating. , 3 bedrooms, excellent condition.  , Premium location, adjacent to Kilrush marina. , Short stroll to town centre , Private, gated development with carpark.  , Eir Code: V15 NX50",2006.0,1636.3636363636363,Low,4
"44 Wilfield Park, Sandymount, Dublin 4, D04AY26",1450000,3,2,4,125.0,9,53.326775,-6.218218,4713.0,sandymount-dublin,0,Unknown,1936.0,11600.0,High,0
"133 Palmerstown Woods, D22PK25",320000,3,2,4,86.0,9,53.336647,-6.391963,4531.0,clondalkin-dublin,0,"Spacious layout, Private back yard, Ample extra storage available, Wooden floors, Parking available for two cars, Excellent transport links, Easy access to the M50 motorway, Easy access to a range of local amenities",1980.0,3720.9302325581393,Medium-Low,3
"3 Connibeg, Seaview, Kilmore, Co. Wexford, Y35C592",280000,3,2,0,120.0,6,52.186803,-6.535816,7428.0,kilmore-wexford,2,"Delightful coastal retreat in a tranquil setting overlooking Ballyhealy beach, Small enclave of only 6 detached residences, Short stroll to the beach, Only a couple of kilometres from the village of Kilmore ",1994.0,2333.3333333333335,Medium-Low,3
"8 Kilheale Green, Kilheale Manor, Kill, Co. Kildare, W91Y2F8",480000,3,3,4,100.0,2,53.244911,-6.588923,3948.0,kill-kildare,7,Unknown,2018.0,4800.0,Medium-High,1
"1692 Derries View, Kilberry, Athy, Co. Kildare, R14KP64",250000,3,1,5,110.0,7,53.043511,-7.021485,2339.0,athy-kildare,7,"Sought After Village Location, Tastefully Presented Throughout, uPVC double glazing, Oil fired central heating, Easy access to Motorway, Solid fuel fireplace & back boiler",1985.0,2272.7272727272725,Low,4
"Apartment 5 , Sycamore, Grattan Wood, Clongriffin, Dublin 13, D13FF25",295000,2,2,8,62.0,6,53.401693,-6.163933,6337.0,clongriffin-dublin,0,"Gas fired radiator central heating. , uPVC double glazed windows. , Commnal permit parking. ",2001.0,4758.064516129032,Medium-Low,3
"Apartment 27, Park Lane, Carrick-on-Shannon, Co. Leitrim, N41DY72",179000,3,2,1,97.0,7,53.948538,-8.093952,4526.0,carrick-on-shannon-leitrim,24,"Situated on the popular & well maintained residential development, Ample car parking, Close to all amenities of the town, Within walking distance of the marina & Shannon Waterway , Good transport links via the N4 & Carrick on Shannon train station , Extremely well maintained property in turn key condition, Generous accommodation with great natural light, Spacious open plan kitchen, living & dining room , Juliette balcony with French doors in living area overlooks green area opposite, Master bedroom includes generous en-suite & mirrored slide-robes",2002.0,1845.360824742268,Low,4
"21 Aderrig Park Avenue, Adamstown, Lucan, Co. Dublin, K78A6K2",599000,4,3,5,143.0,1,53.341316,-6.474163,3815.0,lucan-dublin,0,"4 bedroom energy efficient modern home, Turn key interiors, Off street parking, Sunny rear Garden, A3 BER, Overlooking recreational and colourful landscaped area, Close to all amenities, schools, shops and supermarkets, Excellent public transport with Rail and Bus closeby, Road Network links to M4/M50/N7, Water filtration system",2023.0,4188.811188811189,Medium-High,1
"Saint Jude's, 50 The Paddocks, Naas, Co. Kildare, W91YHD7",595000,5,4,0,195.0,7,53.216367,-6.646611,5241.0,naas-kildare,7,Unknown,1980.0,3051.2820512820513,Medium-High,1
"Tankardsrock, Kilkerley, Kilkerley, Co. Louth, A91T1F6",190000,2,1,6,50.0,12,54.014468,-6.464507,7417.0,kilkerley-louth,18,"Quiet Rural Setting, On-Site Parking, Enormous Potential, Sought After Residential Area , Elevated Site, Pvc Double Glazed Windows, Extended Kitchen ",1930.0,3800.0,Low,4
"100 Nephin Road, Navan Road, Dublin 7, D07P6C6",575000,3,1,4,102.0,11,53.365858,-6.306408,3922.0,dublin-7-dublin,0,"Ideal location for families, Spacious family home with dual bay windows, Built in 1949, retaining classic charm, Gas heating for comfort, Extra-large rear garden, perfect for outdoor activities, Close to Phoenix Park, offering recreational opportunities, Excellent transport links, including easy access to M50, Convenient bus and train services nearby, Adjacent to Nephin Park (AKA Bogies)",1949.0,5637.254901960784,Medium-High,1
"43 Ard Na Corann, Midleton, Co. Cork, P25NA43",315000,3,2,4,93.0,5,51.92268,-8.176523,5410.0,midleton-cork,1,Unknown,2004.0,3387.0967741935483,Medium-Low,3
"8 Ballymore Lane, Ballymore, Craughwell, Co. Galway, H91C91H",345000,4,3,4,126.0,7,53.232137,-8.729535,6065.0,craughwell-galway,3,Unknown,2007.0,2738.095238095238,Medium-Low,3
"37 Appian Close, Ardkeen Village, Waterford City Centre, X91XPC4",350000,4,3,0,121.0,9,52.24509,-7.087903,6170.0,Unknown,11,"Pristine condition, Turn key condition, Spacious light filled rooms throughout, Gas fired central heating, The fourth bedroom can be easily converted into a versatile office space/children play room, Double Gated access with off road parking",1996.0,2892.561983471074,Medium,2
"Kilmacow, Curraglass, Conna, Co. Cork, P51W1C0",175000,1,1,6,47.0,11,52.093335,-8.03538,5064.0,conna-cork,1,"Oil fired central heating, Septic tank, Private water supply, Beautiful countryside views",1963.0,3723.404255319149,Low,4
"5 St Josephs Avenue, Drumcondra, Dublin 9, D09A9C2",375000,2,1,5,58.0,14,53.363571,-6.25989,5010.0,drumcondra-dublin,0,Unknown,1900.0,6465.517241379311,Medium,2
"3 The Avenue, Ard Patrick, Cork City, Co. Cork, T23VH7K",350000,4,4,0,140.0,5,51.908328,-8.471458,6255.0,cork-city,1,"Very spacious detached property, Walking distance of Cork city centre, 4 double bedrooms, Ideal family home, Gas fired central heating , Easy access to North Ring Road network, B3 energy rating , 2 en-suites",2005.0,2500.0,Medium,2
"6 Fr. Flood Park, Dunderry, Trim, Co. Meath, C15CK33",225000,3,1,5,78.0,12,53.607646,-6.771304,5725.0,trim-meath,10,"Pvc double glazed windows, Oil fired central heating, Located in centre of Dunderry Village, Rear yard with storage shed and vehicular access, Within walking distance to primary school shop pub and church, Approx 10 minute drive to Navan or Trim, Popular Dunderry Fair every May, All main services connected, Affordable price in good location",1970.0,2884.6153846153848,Low,4
"84 Shandon Gardens, Phibsborough, Dublin 7, D07T3K7",595000,3,2,3,107.0,12,53.367238,-6.283128,4038.0,dublin-7-dublin,0,"Highly sought after mature residential location., Nestled on the banks of the Royal Canal., Gas Heating, Spacious south facing garden., Drive in garage to rear, Few minutes walk to LUAS stop., Extended to the side., Easy access to Mount Bernard Park., Separate utility area., Downstairs WC",1960.0,5560.747663551402,Medium-High,1
"Flo's Cottage, Monatrim Upper, Lismore, Co Waterford, P51E2N6",289000,4,2,0,137.0,10,52.109814,-7.936778,4186.0,ballinaspick-waterford,14,"Situated in the most peaceful and quite location just 5 minutes from the town centre., Spacious home - 4 bedrooms., Impressive living room with large fitted stove., Surrounded by beautiful mature gardens., Stunning woodland and countryside views., Well water - new pump in 2018., Septic tank., Oil fired central heating - New oil burner and tank 2018.",1900.0,2109.4890510948903,Medium-Low,3
"1 Iona Crescent, Dublin 9, Drumcondra, Dublin 9, D09A2N5",1675000,4,3,0,175.0,9,53.36738,-6.265542,8487.0,drumcondra-dublin,0,Unknown,1912.0,9571.42857142857,High,0
"Liscoonera, Fanore, Co Clare, H91WN0N",750000,3,2,6,155.0,1,53.093055,-9.293135,6274.0,fanore-clare,8,"Fabulous 3 bedroom detached residence, Unrivalled vantage point with spectacular views, Constructed in 2022, Air to water heating system - A2 BER Rating, New water treatment system, Underfloor heating, Elevated site with the best views of the Wild Atlantic Way, Low maintenance grounds, Finished to a first class standard throughout",1907.0,4838.709677419355,High,0
"61 Haddington Road, Dublin 4, D04A9K4",1150000,5,3,5,200.0,5,53.334767,-6.24196,11511.0,ballsbridge-dublin,0,"Excellent decorative order throughout, Double glazed windows, Gas fired central heating, Income potential, Southerly facing back garden",1900.0,5750.0,High,0
"Gurteen, Ballybritt, Roscrea, Co. Tipperary, E53XA09",279000,4,2,0,138.0,9,53.012617,-7.751789,4369.0,roscrea-tipperary,13,"Scenic Mountainside Location, Dual Fuel Central Heating (Oil & Solid Fuel), Ideal Family Home, Roscomroe Primary School c. 1km, Roscrea c. 8km & Birr c. 18km, M7 Motorway c. 20 mins",2002.0,2021.7391304347825,Medium-Low,3
"Coolanickbeg, Oylgate, Co. Wexford, Y21AF10",449000,4,4,0,189.0,6,52.43876,-6.532811,2753.0,oilgate-wexford,2,Unknown,2001.0,2375.6613756613756,Medium,2
"6 Mount Eustace Grove, Tyrrelstown, Dublin 15, D15FR8E",375000,3,3,4,94.0,7,53.420935,-6.391308,3963.0,tyrrelstown-dublin,0,Unknown,2004.0,3989.3617021276596,Medium,2
"23 Saint Patrick's Square, Cobh, Co. Cork, P24XV50",165000,2,1,3,81.0,14,51.855234,-8.277791,9221.0,cobh-cork,1,"Central location., Public Transport - few minutes walk to Bus stop for Cobh connect to Cork., Few minutes walk to supermarket.",1910.0,2037.037037037037,Low,4
"Dunmanus View, Libeen, Dunbeacon, Durrus, Dunmanus, Co. Cork, P75C792",495000,3,2,0,143.0,5,51.58594,-9.566795,5799.0,dunmanus-cork,1,Unknown,1997.0,3461.5384615384614,Medium-High,1
"257 Clontarf Road, D03X3A3",950000,3,2,5,121.0,4,53.359333,-6.188432,8123.0,clontarf-dublin,0,"Uninterrupted views of Dublin Bay., Triple glazed windows throughout, Aluclad to the front and uPVC to the back, Hall door and framework all triple glazed and pressure treated woodwork., CCTV system front and back, App monitored and controlled Ring house alarm., External min 100mm insulation, Landscaped front and rear garden (sunny throughout the day), Period features which include antique fireplaces, coving, picture rails, high ceiling etc, Gas fired central heating (Hive remotely controlled), Rear vehicular access to garage, Two attic spaces fully floored (with a further 18 sq,m in coverted attic)",1930.0,7851.239669421488,High,0
"7 Oaklands, Dromneavane, Kenmare, Co Kerry, V93R654",300000,3,2,6,82.0,10,51.891163,-9.585093,5773.0,kenmare-kerry,9,"Within 1.4km of Kenmare Town centre., On 0.27 acres of grounds., Southerly aspect with views towards the Caha Mountains., Services: Mains sewerage. Mains water. Oil central heating. Electricity.  Fibre Optic Broadband available in the area.",1990.0,3658.5365853658536,Medium-Low,3
"West Winds, Aillebrack, Ballyconneely, Co. Galway, H71Y449",700000,4,2,6,144.0,10,53.407808,-10.123813,2822.0,ballyconneely-galway,3,"Lovely coastal property, Large site, Excellent potential, Walkin condition, Popular holiday destination, Breath taking scenery, Local piers within walking distance, Stunning beaches, Golf Links nearby, Excellent amenities in vicinity",1978.0,4861.111111111111,High,0
"Killaha West, Kenmare, Co. Kerry, V93Y302",375000,4,1,6,114.0,9,51.854311,-9.62296,3617.0,kenmare-kerry,9,"Views over Kenmare Bay, islands, McGillicuddy Reeks beyond., Planning permission in place for a substantial redevelopment of the property., May qualify for home improvement grant., Services:  Public water supply. Septic tank. Oil fired central heating.  Electricity.  Fiber broadband at main road.",1978.0,3289.4736842105262,Medium,2
"65 Cnocan Rua, Moycullen, Co. Galway, H91X9Y4",315000,2,3,5,93.0,9,53.336227,-9.184463,2848.0,moycullen-galway,3,"Constructed in 2003, Presented in immaculate condition, Ground floor guest w.c., Good spacious accommodation, Open plan Kitchen/Dining area, Solid fuel Tara non boiler stove, Private rear garden with garden shed and rear garden access, Walking distance to shops, schools and sporting facilities",2003.0,3387.0967741935483,Medium-Low,3
"Streamstown, Cloonfad, Cloonfad, Co. Roscommon, F35EH30",295000,4,4,0,304.0,6,53.681909,-8.731353,6172.0,cloonfad-roscommon,16,Unknown,2001.0,970.3947368421053,Medium-Low,3
"40 Croagh Patrick Road, Navan Road, Dublin 7, D07YVE4",695000,3,1,4,90.0,13,53.363951,-6.308149,3212.0,dublin-7-dublin,0,"Fantastic 3 bed family home, Excellent location, Large front and rear garden with well-placed lighting, Side Garage, offering potential, Walking distance to local shops, restaurants and sports facilities., Easy access to M50, Dublin Airport is just 20 minutes away., Adjacent the Phoenix Park., Short drive to City, M50 and TUD Grangegorman",1940.0,7722.222222222223,High,0
"72 Tudor Lawn, Newcastle, Co. Galway, H91XF8E",540000,4,3,0,106.0,8,53.288551,-9.078728,5068.0,newcastle-galway,3,"Detached, Four bedrooms, Corner site, Private, Wide side access, Off street parking, Green area, Beside university and hospital, On bus route, Walking distance to IDA business park",1989.0,5094.33962264151,Medium-High,1
"12 The Courtyard, Saint Raphael's Manor, Celbridge, Co. Kildare, W23H008",340000,3,2,8,126.0,6,53.336015,-6.54867,4410.0,celbridge-kildare,7,"3 Bedroom Duplex Apartment over 2 floors, Communal Entrance Lobby, Open Plan Living/Dining/Kitchen area, Sunny Balcony, Home Office",2001.0,2698.4126984126983,Medium-Low,3
"The Cottage, Longstone, Whitechurch, T34WN51",350000,3,0,6,132.0,14,52.013132,-8.550103,4377.0,cork-city,1,"Freehold title. Leeway to rear., Heating: Oil Fired Central Heating., Services: Private Water supply (Bored Well) water & electricity. Septic Tank Sewerage system. Private Refuse collection., Within easy commuting distance to Cork City, Blackpool, Whitechurch and Blarney., Whitechurch National School, Whitechurch GAA & are located within close proximity, Mallow Town & Mallow Town Park within 20 mins drive.",1970.0,2651.5151515151515,Medium,2
"35 Liosdara, Oakpark, Tralee, Co. Kerry, V92T99H",420000,5,5,0,189.0,10,52.27228,-9.689696,8158.0,tralee-kerry,9,"PVC double glazed windows, Oil fired central heating, Magnificent south facing rear garden, Property not over-looked to rear, Mains services, Excellent on-site parking ",1975.0,2222.222222222222,Medium,2
"36 Joe Murphy Road, Ballyphehane, Ballyphehane, Co. Cork, T12E9R6",285000,3,1,3,87.0,10,51.884941,-8.481785,5919.0,ballyphehane-cork,1,"Spacious property situated at the end of a quiet cul-de-sac, Located in close proximity to Cork city centre and the South ring road network, Private side entrance, Close proximity to primary and secondary schools, shops, bars, sports clubs, Year of Construction: 1965",1965.0,3275.862068965517,Medium-Low,3
"'Coolnagee', Forth Mountain, Murrintown, Co. Wexford, Y35HYA6",525000,4,4,0,217.0,5,52.315919,-6.545194,4656.0,murrintown-wexford,2,"Superior 4-bed / 4-bath family home , Acc. extending to c. 217 sq.m. / 2,336 sq.ft.,  Presented in excellent condition, Stunning views to coastline, Proximity to Murrintown village & Wexford Town, Numerous picturesque walks nearby, Basement workshop and garage, Superbly located, Handcrafted, serene garden , Flexible living layout",1978.0,2419.3548387096776,Medium-High,1
"3 Berkeley Court, South Douglas Road, Douglas, Co. Cork, T12HW8R",295000,2,1,5,73.0,6,51.880897,-8.451621,4049.0,douglas-cork,1,"Refurbished in 2021, Two Double Bedrooms, Garage with Roller Door for Storage, Gas Central Heating, Parking, Turn-Key Condition, Private & Spacious Garden, Walking Distance to Cork City Centre & Douglas Village, Easy Access to the South Link Road Network, Year of Construction: 1975",1975.0,4041.095890410959,Medium-Low,3
"Coolahullin, Tinahely, Woodenbridge, Co. Wicklow, Y14VR80",475000,3,1,6,229.0,8,52.838459,-6.299126,2094.0,woodenbridge-wicklow,4,Unknown,1988.0,2074.235807860262,Medium-High,1
"The Flaggers, Magheramore, Blainroe, Co. Wicklow, A67WR63",450000,4,1,6,116.0,13,52.933436,-6.030136,4854.0,blainroe-wicklow,4,"Two Properties Detached Bungalow & a Traditional Cottage on a private plot of c.0.67Acres close to Magheramore Beach., Only a five-minute drive to Wicklow Town Centre., Only a five-minute drive to Brittas Bay Blue Flag Beach., Scenic Coastal & Rural Location., The European and Blainroe Golf clubs are only a 5-minute drive away., Close to many local leisure amenities including Brittas Bay Surf School and Bonagrew Stables., The property is only a short drive from the M11/N11 and less than 30 mins to South Dublin.",1970.0,3879.310344827586,Medium,2
"92 Cabra Park, Phibsborough, Phibsborough, Dublin 7, D07X70X",724950,4,3,5,140.0,10,53.361393,-6.278969,3549.0,phibsborough-dublin,0,"Extensive Refurbishment, South Facing to Rear, New Roof Fitted on Home, Electro Osmosis Damp Proofing Installed, Extended to Rear, All new kitchen and Bathrooms, New Combi-Boiler Fitted",1900.0,5178.214285714285,High,0
"Cametigue, Bunclody, Co. Wexford, Y21X9P7",225000,2,1,6,64.0,10,52.627868,-6.697244,4009.0,bunclody-wexford,2,Unknown,1995.0,3515.625,Low,4
"Saoirse, 25 Watergate Street, Bandon, Co. Cork, P72VH61",185000,3,2,5,75.0,5,51.747276,-8.732359,8330.0,bandon-cork,1,"**FINAL OFFERS***FINAL OFFERS***FINAL OFFERS, B3 energy rating, Turn key condition, Private garden to rear, South facing, Close to town",1900.0,2466.6666666666665,Low,4
"40 Shenick Road, Skerries, Co. Dublin",525000,3,1,4,104.0,13,53.5701137,-6.1058973,3581.0,skerries-dublin,0,"Vacant Possession, South Facing Garden, Off Street Parking, Attached Garage, Oil Fired Radiator Central Heating, Stone Throw Away From the South Beach, Short Walk to Town Centre",1967.0,5048.076923076923,Medium-High,1
"67 Saint Patrick`s Close, Skerries, Co. Dublin",475000,3,2,4,90.0,12,53.5738215,-6.1181351,4053.0,skerries-dublin,0,"Off Street Parking to Front for Multiple Cars, Secure Gated Side Access to Rear Garden, Large Rear Garden, Block Build Outhouse, Short Walk To Skerries Train Station, A Short Stroll From Skerries Town Centre",1970.0,5277.777777777777,Medium-High,1
"4 Gainsborough Lawn, Malahide, Co.Dublin, K36VP23",730000,4,3,4,124.0,5,53.447951,-6.184334,3865.0,malahide-dublin,0,"Stylish family home, Cul de sac location, Recently upgraded kitchen and bathrooms, Open plan kitchen/living space, Gas central heating, Solar pannels, Main bedroom with ensuite, Double glazed windows throughout, Garden Shed, Patio",1999.0,5887.096774193548,High,0
"38 Weirhope, Drogheda, Co. Louth, A92AK5P",250000,3,2,5,103.0,11,53.714838,-6.3357046,5097.0,drogheda-louth,18,Unknown,1965.0,2427.1844660194174,Low,4
"12 Irish Street, Bunclody, Co. Wexford, Y21VK63",135000,3,2,5,78.0,14,52.652908,-6.652334,3632.0,bunclody-wexford,2,Unknown,1840.0,1730.7692307692307,Low,4
"21 Merrion Court, Ailesbury Road, Ballsbridge, Dublin 4, D04FV02",735000,3,3,8,129.0,8,53.320171,-6.21422,4768.0,dublin-4-dublin,0,"Spacious accommodation extending to 121sqm / 1302sqft, Ideal Investment Opportunity - No Rent Cap., Excellent Dublin 4 location., Convenient to both UCD and City Centre., One Designated parking space., A two- minute walk to Sydney Parade DART Station, G.F.C.H, Three Bedroom, Three Bathroom apartment., Management fee is approximately Â€3000 per annum.",1975.0,5697.674418604651,High,0
"Old Station House, Corramahan, Drumshanbo, Co. Leitrim, N41W778",175000,2,1,0,182.0,14,54.071999,-7.729351,5361.0,drumshanbo-leitrim,24,"Former Railway House with the old train platform has been restored and tastefully converted into a sun room, Sited on 2.3 acres of grounds, No.2 Garages, Polytunnel, Orchard",1890.0,961.5384615384615,Low,4
